연도,보고서,지적사항,처분,출처,제목내키워드
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,인쇄용역계약예정가격산출부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,성과계획서성과지표설정부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,국유재산사용료징수업무부당처리(판정),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,승소확정소송비용회수업무처리부적정(통보),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과지표설정및성과측정부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과지표목표치설정부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과지표및목표치설정부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,기간제근로자인건비집행부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,전문공사업미등록업체와공사계약체결부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,업무용컴퓨터분할구매부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,건설공사관련수수료예산편성·집행부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,무형자산의취득부대비용회계처리부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,국가결산검사보고서책자과다발간,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,건강보험료납부지연,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,회계관계공무원임명누락,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,건강검진을위한공가사용부적정,시정,시정,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,정보통신공사계약체결업무부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,소송비용회수업무처리부적정,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,국립청소년수련시설건립사업공사비예산편성부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,긴급입찰공고부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과보고서작성부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,관세등환급업무처리지연,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,포상금등예산집행부적정,주의3,주의3,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,부정당업자로제재중인자와의수의계약체결부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,소송비용회수업무부적정,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,관서운영경비집행부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,홍보용역사업예산편성·집행부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,각급법원공보관실운영비편성부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,엑스레이화물검색기분할수의계약부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,긴급입찰공고를통한협상에의한계약불철저,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,퇴직공무원포상금지급부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,피복관리사업예산집행부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,관서운영경비집행잔액처리부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,맞춤형석사과정계약업무처리부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,복합기등사무용기기임차계약업무처리부적정,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과계획서작성부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,시험연구비예산집행부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,국고금지출업무처리부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,환급가산금규정불합리,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,선금채권보전조치부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과보고서작성등부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,토너등프린터관련소모품구매부적정,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,인쇄용역계약예정가격산출부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,성과계획서성과지표설정부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,시험연구비편성및집행부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,승소확정소송비용회수업무처리부적정,통보,통보,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과지표설정및성과측정부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과지표목표치설정부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과지표및목표치설정부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,기간제근로자인건비집행부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,전문공사업미등록업체와공사계약체결부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,업무용컴퓨터분할구매부적정,주의,주의,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,건설공사관련수수료예산편성·집행부적정,주의,주의,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,공공헬기공동활용시스템구축부적정(통보),,목차,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,감염병관리통합정보지원시스템접촉자관리기능부적정(통보),,목차,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,소방장비통합관리시스템구축부적정(주의),,목차,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,차세대해양안전종합관리체계기술개발사업추진부적정(통보2),,목차,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,산불진화헬기골든타임제운영부적정(통보),,목차,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,산불상황관제시스템운영부적정(주의),,목차,시스템운영
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,산불위험예보시스템운영부적정(통보),,목차,시스템운영
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,원전사고시방사선량평가통합시스템구축부적정(통보),,목차,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,공공헬기공동활용시스템구축부적정,통보,통보,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,감염병관리통합정보지원시스템접촉자관리기능부적정,통보,통보,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,소방장비통합관리시스템구축부적정,주의,주의,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,차세대해양안전종합관리체계기술개발사업추진부적정,통보2,통보2,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,산불진화헬기골든타임제운영부적정,통보,통보,
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,산불상황관제시스템운영부적정,주의,주의,시스템운영
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,산불위험예보시스템운영부적정,통보,통보,시스템운영
2018,20180104_재난안전정보시스템 구축 및 운영실태.pdf,원전사고시방사선량평가통합시스템구축부적정,통보,통보,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,주민등록직권정정ㆍ말소사항처리에대한지도ㆍ감독부적정(통보),,목차,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,사망자명의금융거래및관리에대한지도ㆍ감독부적정(통보),,목차,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,기초연금지급자동정지기능구현미비(통보),,목차,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,사회보장급여환수예비대상자관리기능활용미흡(통보),,목차,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,사망자명의무임승차권카드운영ㆍ관리부적정(통보),,목차,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,기초연금지급자동정지기능구현미비,통보,통보,
2017,20171013_사망ㆍ실종ㆍ국외체류 정보관리 및 활용실태.zip,사회보장급여환수예비대상자관리기능활용미흡,통보,통보,
2017,20170927_복지사업 재정지원 및 관리실태Ⅱ.zip,장애등급재판정미이행에대한지도·감독부적정(주의),,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅱ.zip,고용보험미가입장애인근로자대상장애인고용장려금지급불합리(통보),,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅱ.zip,장애등급재판정미이행에대한지도·감독부적정,주의,주의,
2017,20170927_복지사업 재정지원 및 관리실태Ⅱ.zip,고용보험미가입장애인근로자대상장애인고용장려금지급불합리,통보,통보,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,사회보장급여수급자소득조사부적정,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,사회보장급여수급자재산조사부적정,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,사회보장급여수급자에대한금융정보조회누락,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,사회보장급여를받을수있는취약계층에대한정보제공미흡,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,사회보장정보시스템정보연계등시스템운영부적정,,목차,"정보시스템,시스템운영"
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,주거급여(임차료) 지급업무처리부적정,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,희망키움통장등자산형성지원사업운영부적정,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,행복e음실습용교육시스템개인정보보호부적정,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,보육교사임면사항등관리·감독부적정,,목차,
2017,20170927_복지사업 재정지원 및 관리실태Ⅰ.pdf,수선유지급여대상자선정업무처리부적정,,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,물관리정보유통시스템과재난정보공동이용시스템통합추진부적정(통보2),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,주거누리시스템구축및운영부적정(통보),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,온나라부동산정보통합포털구축및운영부적정(통보),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,리츠정보시스템구축및운영부적정(통보),,목차,정보시스템
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,수질원격감시체계시스템관리및운영부적정(통보),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,대기배출원관리시스템구축및활용부적정(통보),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,RFID 기반물류거점정보시스템유지관리용역관리·감독부적정(주의),,목차,"정보시스템,시스템유지관리"
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,운행제한기준위반과태료부과시스템운영관리부적정(주의),,목차,시스템운영
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,건설사업정보시스템운영·유지관리비산정부적정(주의2),,목차,"정보시스템,시스템운영"
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,국가수자원관리종합정보시스템정보현행화미흡(통보),,목차,정보시스템
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,정보시스템소프트웨어대가및하드웨어규모산정부적정(주의),,목차,정보시스템
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,직원정보통합관리시스템등보안관리부적정(주의),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,원격수질모니터링시스템구축및운영부적정(주의),,목차,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,올바로시스템운영부적정(통보),,목차,시스템운영
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,물관리정보유통시스템과재난정보공동이용시스템통합추진부적정,통보2,통보2,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,주거누리시스템구축및운영부적정,통보,통보,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,온나라부동산정보통합포털구축및운영부적정,통보,통보,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,리츠정보시스템구축및운영부적정,통보,통보,정보시스템
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,수질원격감시체계시스템관리및운영부적정,통보,통보,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,대기배출원관리시스템구축및활용부적정,통보,통보,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,RFID 기반물류거점정보시스템유지관리용역관리·감독부적정,주의,주의,"정보시스템,시스템유지관리"
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,운행제한기준위반과태료부과시스템운영관리부적정,주의,주의,시스템운영
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,건설사업정보시스템운영·유지관리비산정부적정,주의2,주의2,"정보시스템,시스템운영"
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,국가수자원관리종합정보시스템정보현행화미흡,통보,통보,정보시스템
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,정보시스템소프트웨어대가및하드웨어규모산정부적정,주의,주의,정보시스템
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,직원정보통합관리시스템등보안관리부적정,주의,주의,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,원격수질모니터링시스템구축및운영부적정,주의,주의,
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,올바로시스템운영부적정,통보,통보,시스템운영
2017,20170919_국토ㆍ환경분야 정보시스템 구축 및 활용실태.zip,화물차유가보조금부정수급방지사업추진부적정,통보,통보,
2017,20170822_기상예보 및 지진통보 시스템 운영실태.pdf,【표23】해외위성관측자료수신지연현황,,목차,
2017,20170822_기상예보 및 지진통보 시스템 운영실태.pdf,【표61】2017년도지진관측소신설예정지중복현황,,목차,
2017,20170822_기상예보 및 지진통보 시스템 운영실태.pdf,7】2017년도지진관측소신설예정지중복현황,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,국립평창청소년수련원건축물관리부적정,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,지방보훈회관건립사업추진부적정,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획수립및성과보고서작성부적정,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획수립부적정,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,스승의날기념식행사대행용역계약부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,토너등소모품구매부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,관서운영경비집행부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획서및성과보고서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,임차료예산의목적외집행부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,국제화연수사후관리부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,전자책구매계약업무처리부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과보고서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,정책연구과제사후관리부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,시설장비유지비목적외집행부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,경찰복구매계약업무처리부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,⑴시험연구비예산집행부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,⑵2016회계연도성과계획서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,⑶2016회계연도성과보고서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016 회계연도성과계획서및성과보고서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,의료기기유지보수계약체결부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,복사용지구매부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,연구기관에대한기술료징수등사후관리부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,임시조직설치및운영부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,특근매식비집행내역관리부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,특근매식비집행부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획수립및보고부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,소송비용회수업무처리부적정,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,국유재산사용료징수및체납관리업무부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,협상에의한계약제안서평가부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,민간보조사업자선정및보조금교부조건부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,용역계약선금정산업무부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,공무원예술대전행사비집행부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,선금채권보전조치부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표측정부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표목표치설정및측정부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표설정부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표목표치설정부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,[조달청] 2016회계연도성과계획서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,[통계청] 2016회계연도성과계획서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,지급보험료등회계처리부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,성과보고서작성부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,법령집추록비용집행부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,대우공무원선발및수당지급부적정(주의),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,유류구매방식부적정(통보),,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,관서운영경비집행부적정,,목차,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,스승의날기념식행사대행용역계약부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,토너등소모품구매부적정,통보,통보,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,국립대학교소속공무원의교육부장기출장근무부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획서및성과보고서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,임차료예산의목적외집행부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,국제화연수사후관리부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,전자책구매계약업무처리부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과보고서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,정책연구과제사후관리부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,시설장비유지비목적외집행부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,경찰복구매계약업무처리부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획수립및성과실적보고부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,시험연구비예산집행부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016 회계연도성과계획서및성과보고서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,의료기기유지보수계약체결부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,복사용지구매부적정,통보,통보,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,연구기관에대한기술료징수등사후관리부적정,통보,통보,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,임시조직설치및운영부적정,통보,통보,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,특근매식비집행내역관리부적정,통보,통보,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,특근매식비집행부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과계획수립및보고부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,국유재산사용료징수및체납관리업무부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,협상에의한계약제안서평가부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,민간보조사업자선정및보조금교부조건부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,용역계약선금정산업무부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,공무원예술대전행사비집행부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,선금채권보전조치부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표측정부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표목표치설정및측정부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표설정부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,2016회계연도성과지표목표치설정부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,[조달청] 2016회계연도성과계획서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,[통계청] 2016회계연도성과계획서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,지급보험료등회계처리부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,성과보고서작성부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,법령집추록비용집행부적정,통보,통보,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,대우공무원선발및수당지급부적정,주의,주의,
2017,20170531_2016회계연도 국가결산 검사 및 감사활동 결과.zip,유류구매방식부적정,통보,통보,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,보전관리지역 농지전용허가 업무 부당 처리,징계,징계,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,지방자치단체 계약 관련 예규 불합리,통보,통보,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,울주군 신청사 건설 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,정보시스템(서버) 구매예산 편성 관련 지도·점검 부적정,통보,통보,정보시스템
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,쓰레기종량제 봉투 구매계약 부적정,주의4,주의4,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,상온재생아스콘 특허사유 수의계약 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,공장설립 제한지역 내 공장 건축허가 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,상주 화개 생활환경숲 조성사업 추진 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,반야월 공영주차장 운영 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,가설건축물 축조신고 수리 등 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,울주종합체육공원 조성사업 추진 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,지방상수도 확충사업 총사업비 협의 및 발주 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,재난관리 업무(특정관리대상시설 안전점검 등) 처리 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,문화재 발굴조사용역 수의계약 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,산지전용 복구비 예치 확인 등 사후관리 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,책임감리용역 통합수행 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,근무성적 평정업무 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,공사계약 적격심사 부적정,주의,주의,
2017,20170508_대구 동구 등 6개 기관 중점분야 기관운영감사.hwp,학교용지부담금 결손처분 부적정,주의,주의,
